"grant_id","year","oecd_short","is_ds","duration_years"
"NNF24OC0094671",2024,"Social Sciences",FALSE,2.99520876112252
"NNF24OC0094672",2024,"Health",FALSE,2.99520876112252
"NNF24OC0094685",2024,"Health",FALSE,2.99520876112252
"NNF24OC0094739",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0094745",2024,"Social Sciences",FALSE,1.9958932238193
"NNF24OC0094780",2024,"Social Sciences",FALSE,2.98699520876112
"NNF24OC0094783",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0094827",2024,"Health",FALSE,2.99794661190965
"NNF24OC0094835",2024,"Social Sciences",FALSE,3.99726214921287
"NNF24OC0094843",2024,"Health",FALSE,2.99794661190965
"NNF24OC0094849",2024,"Agriculture & Vet",FALSE,2.99520876112252
"NNF24OC0094858",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0094864",2024,"Health",FALSE,3.99726214921287
"NNF24OC0094867",2024,"Health",FALSE,2.99247091033539
"NNF24OC0094894",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0094901",2024,"Agriculture & Vet",FALSE,3.19780971937029
"NNF24OC0094904",2024,"Health",FALSE,1.9958932238193
"NNF24OC0094914",2024,"Health",FALSE,2.99520876112252
"NNF24OC0094918",2024,"Health",FALSE,2.99794661190965
"NNF24OC0094925",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0094957",2024,"Engineering & Tech",FALSE,3.99726214921287
"NNF24OC0094978",2024,"Health",FALSE,2.99794661190965
"NNF24OC0094985",2024,"Health",FALSE,4.49555099247091
"NNF24OC0094987",2024,"Health",FALSE,0.996577686516085
"NNF24OC0094993",2024,"Health",FALSE,1.61533196440794
"NNF24OC0095020",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0095024",2024,"Health",FALSE,0.996577686516085
"NNF24OC0095043",2024,"Health",FALSE,4.99657768651609
"NNF24OC0095061",2024,"Natural Sciences",FALSE,0.996577686516085
"NNF24OC0095069",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095072",2024,"Health",FALSE,0.996577686516085
"NNF24OC0095078",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095084",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095085",2024,"Social Sciences",FALSE,2.99520876112252
"NNF24OC0095086",2024,"Health",FALSE,4.99657768651609
"NNF24OC0095094",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095104",2024,"Health",FALSE,3.66324435318275
"NNF24OC0095120",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095142",2024,"Engineering & Tech",FALSE,1.99863107460643
"NNF24OC0095169",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095199",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0095217",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095220",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0095225",2024,"Health",FALSE,3.15947980835044
"NNF24OC0095228",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095244",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0095251",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095261",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095268",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0095270",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0095280",2024,"Social Sciences",TRUE,3.50171115674196
"NNF24OC0095289",2024,"Social Sciences",FALSE,3.99726214921287
"NNF24OC0095313",2024,"Social Sciences",FALSE,0.993839835728953
"NNF24OC0095318",2024,"Health",FALSE,3.50171115674196
"NNF24OC0095323",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0095324",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0095332",2024,"Engineering & Tech",TRUE,2.99520876112252
"NNF24OC0095356",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095357",2024,"Engineering & Tech",FALSE,3.08008213552361
"NNF24OC0095360",2024,"Engineering & Tech",TRUE,2.99520876112252
"NNF24OC0095370",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0095384",2024,"Health",TRUE,0.996577686516085
"NNF24OC0095399",2024,"Agriculture & Vet",FALSE,3.11841204654346
"NNF24OC0095407",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095408",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0095429",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095430",2024,"Health",FALSE,3.20054757015743
"NNF24OC0095435",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095446",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0095448",2024,"Engineering & Tech",FALSE,2.99794661190965
"NNF24OC0095455",2024,"Natural Sciences",TRUE,2.99794661190965
"NNF24OC0095472",2024,"Health",FALSE,0.930869267624914
"NNF24OC0095505",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095514",2024,"Agriculture & Vet",FALSE,2.99794661190965
"NNF24OC0095515",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095532",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095537",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0095539",2024,"Health",FALSE,2.1574264202601
"NNF24OC0095568",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095571",2024,"Natural Sciences",FALSE,1.4072553045859
"NNF24OC0095591",2024,"Social Sciences",FALSE,0.577686516084873
"NNF24OC0095621",2024,"Social Sciences",FALSE,2.99794661190965
"NNF24OC0095623",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0095625",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095646",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095653",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095664",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095676",2024,"Health",FALSE,1.99863107460643
"NNF24OC0095714",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095792",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095803",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095822",2024,"Natural Sciences",FALSE,0.996577686516085
"NNF24OC0095825",2024,"Engineering & Tech",TRUE,2.49965776865161
"NNF24OC0095827",2024,"Social Sciences",FALSE,0.999315537303217
"NNF24OC0095844",2024,"Health",FALSE,0.996577686516085
"NNF24OC0095846",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095857",2024,"Agriculture & Vet",TRUE,2.99794661190965
"NNF24OC0095859",2024,"Natural Sciences",FALSE,2.99794661190965
"NNF24OC0095900",2024,"Social Sciences",FALSE,2.16016427104723
"NNF24OC0095901",2024,"Health",FALSE,0.999315537303217
"NNF24OC0095902",2024,"Health",FALSE,2.99794661190965
"NNF24OC0095916",2024,"Social Sciences",FALSE,0.744695414099932
"NNF24OC0095924",2024,"Health",FALSE,3.99726214921287
"NNF24OC0095965",2024,"Health",FALSE,0.996577686516085
"NNF24OC0095967",2024,"Health",FALSE,3.2498288843258
"NNF24OC0095974",2024,"Health",FALSE,2.99520876112252
"NNF24OC0095976",2024,"Natural Sciences",FALSE,0.996577686516085
"NNF24OC0095986",2024,"Health",FALSE,2.99520876112252
"NNF24OC0096008",2024,"Engineering & Tech",FALSE,2.99520876112252
"NNF24OC0096017",2024,"Social Sciences",FALSE,2.52156057494867
"NNF24OC0096035",2024,"Natural Sciences",FALSE,0.996577686516085
"NNF24OC0096043",2024,"Social Sciences",FALSE,0.492813141683778
